reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,cleaned_review,emotion_rule,emotion_pred
AFG9KRC3CU2EB,B00BP9EYJI,rayna mercado,"[21, 26]",Finally got my case..it took a little longer to arrive but now that its here I love it!!!! It fits perfectly and looks great on my white iPhone 4s.. I definitely recommend this case..,5.0,LOVEEEEE!!!!,1375228800,"07 31, 2013",finally got my caseit took a little longer to arrive but now that its here i love it it fits perfectly and looks great on my white iphone s i definitely recommend this case,joy,joy
A3D0A45555K1DB,B0052YFYFK,"Ronald E. Donofero ""TLC Yoda""","[0, 0]","Amazon is going to be angry with me because I usually buy EVERYTHING from them.  This time, I needed this faster than I would be able to get it via mail - so I bought it from a retailer and paid $10.00 more for it than if I had bought it from Amazon (sorry for going to another retailer on this one Amazon).I am using this product (mainly) on an iPhone 3GS.I am in LOVE with this product.My boss allows me to use my iPhone to listen to podcasts and watch movies (in the background) while I work (as long as I do my job and stay productive!).  Recently, a co-worker moved near my work area and didn't like some of the things that I listen to.  So I went to earbuds.  Worked out great, but the wires were in my way.  So I needed a wireless audio solution.Being a very technical person - my first thought was that if you TRANSMIT something - there will be a DELAY.  So I was concerned that audio/video would not sync up properly.After much research - I chose this product.Turned out to be a GREAT choice!  The audio/video has ZERO delay issues.  Now I HAVE seen a delay problem a FEW times.  I've only had this problem AFTER pairing the device with ANOTHER source.  Something gets out of sync. - but if you go to settings (on the iPhone) and disable the device and then re-enable it - the delay disappears.Now then - a few pro's and con's:Pro's:1.  EASY PAIRING.  My iPhone paired with it quickly and easily.2.  Charges FAST - I think I had it on the charger for around 10 minutes.  The light went out (indicating full charge) and I thought 'wow!  Really?  Already?'.3.  Long battery life.  I haven't had them long enough to say for sure - but they advertise 10 hours of play time.  I've been on them at LEAST 6 hours now and they are doing fine.4.  Very comfortable.Con's:1.  The audio quality is better than expected for a bluetooth device - BUT  - They do NOT match my sony earbuds.  They don't have quite the bass ""thump"" or clarity.  That said - the sound quality IS impressive for a wireless device and it is beyond acceptable - I'd even repeat that impressive is the right word for the audio.2.  There is no 2.  And con number 1 is very minor unless you are a die-hard audiofile.  The sound quality is beyond what I expected for a wireless device.Hope this review helps.  And to anyone who doesn't need it as fast as I did - you SHOULD buy from Amazon.  They have the best price.- Ron*** Added Information ***Ok - it hasn't ever charged QUITE as fast as the first time.  I'm thinking that the thing had a charge when I bought it.  Still, it charges at a reasonable rate.  I used it ALL DAY today and it re-charged in around an hour.  Not bad.",5.0,Love this product!!!,1320451200,"11 5, 2011",amazon is going to be angry with me because i usually buy everything from them  this time i needed this faster than i would be able to get it via mail  so i bought it from a retailer and paid  more for it than if i had bought it from amazon sorry for going to another retailer on this one amazoni am using this product mainly on an iphone gsi am in love with this productmy boss allows me to use my iphone to listen to podcasts and watch movies in the background while i work as long as i do my job and stay productive  recently a coworker moved near my work area and didnt like some of the things that i listen to  so i went to earbuds  worked out great but the wires were in my way  so i needed a wireless audio solutionbeing a very technical person  my first thought was that if you transmit something  there will be a delay  so i was concerned that audiovideo would not sync up properlyafter much research  i chose this productturned out to be a great choice  the audiovideo has zero delay issues  now i have seen a delay problem a few times  ive only had this problem after pairing the device with another source  something gets out of sync  but if you go to settings on the iphone and disable the device and then reenable it  the delay disappearsnow then  a few pros and conspros  easy pairing  my iphone paired with it quickly and easily  charges fast  i think i had it on the charger for around  minutes  the light went out indicating full charge and i thought wow  really  already  long battery life  i havent had them long enough to say for sure  but they advertise  hours of play time  ive been on them at least  hours now and they are doing fine  very comfortablecons  the audio quality is better than expected for a bluetooth device  but   they do not match my sony earbuds  they dont have quite the bass thump or clarity  that said  the sound quality is impressive for a wireless device and it is beyond acceptable  id even repeat that impressive is the right word for the audio  there is no   and con number  is very minor unless you are a diehard audiofile  the sound quality is beyond what i expected for a wireless devicehope this review helps  and to anyone who doesnt need it as fast as i did  you should buy from amazon  they have the best price ron added information ok  it hasnt ever charged quite as fast as the first time  im thinking that the thing had a charge when i bought it  still it charges at a reasonable rate  i used it all day today and it recharged in around an hour  not bad,joy,joy
A13BZ4JJEKDHZ8,B005KEYCNW,Amazon Customer,"[0, 0]","I bought several to take on a hiking trip where my phone would be gps, camera, book reader. In the end I forgot them and had to use an ANKER battery pack which I had in my car. That worked just as well. But I routinely use these batteries when the phone runs low. They hold standby charge a long time as well. Long enough for me at least.",5.0,These work well in my Note II,1377734400,"08 29, 2013",i bought several to take on a hiking trip where my phone would be gps camera book reader in the end i forgot them and had to use an anker battery pack which i had in my car that worked just as well but i routinely use these batteries when the phone runs low they hold standby charge a long time as well long enough for me at least,neutral,joy
A1744PV0MNU2BL,B0052MRFYU,Monica,"[0, 0]","This product saved my life. Like most of us, our cell is our life line. I had 2moro batteries that I had previously that were going dead in a matter of 3 hours. The fact that these were only $5 a piece was wonderful compared to $39 from the cell store. They work just as good and they arrived like in  days. So I was back to talking and texting very quickly.",5.0,Amazon purchase of cell phone batteries,1345852800,"08 25, 2012",this product saved my life like most of us our cell is our life line i had moro batteries that i had previously that were going dead in a matter of  hours the fact that these were only  a piece was wonderful compared to  from the cell store they work just as good and they arrived like in  days so i was back to talking and texting very quickly,joy,joy
A3P3W4S8WTMAWH,B003ZBZ64Q,orngez,"[0, 0]",Recently took the iCarrier for a convention in NYC. We utilized square and ipad to run payment for our customers paying with a credit card. The iCarrier kept our ipad running all day. Having an electrical outlet was not an option at the convention so the iCarrier allowed us to keep our iPad on for 9 hours while running payments. Great product that impressed a lot of people at the convention!,5.0,Mobile charging great for business,1367884800,"05 7, 2013",recently took the icarrier for a convention in nyc we utilized square and ipad to run payment for our customers paying with a credit card the icarrier kept our ipad running all day having an electrical outlet was not an option at the convention so the icarrier allowed us to keep our ipad on for  hours while running payments great product that impressed a lot of people at the convention,joy,joy
A154ZJUQFCXS9D,B00EP507EA,Wende Moore,"[0, 0]","i was skeptical about this product because it's priced so low, but i bought it and now that i've had this case now for several months and have been really impressed with how well it's designed. this case is really a great product for keeping your 5c protected. the air cushioned corners absorb shock really well, i've dropped it several times with no damage to my phone. I had a bumper case on my original 5c which boasted the same kind of lip feature that keeps the glass face from touching the surface that it's laid on, but one drop and my screen shattered. i went looking for a more protective case but products like otterbox completely cancel out the ability to carry a slim phone by adding a ton of bulk. this case is the perfect mix of protection but still keeps it relatively slim. the material is also worth mentioning. i like the shock absorbing cushion and &#34;grippiness&#34; of a silicone type case but hate that it doesn't slide into my pocket easily and is hard to wash off. this material is the perfect mix of soft silicone but also polished smooth surface so it never gets caught on my hair or stuck in my pocket and wipes down easily. and ESPECIALLY for the price! totally worth every penny! and YAY for the clear case to show off the fun colors! well done spigen!",5.0,more than meets the eye,1395619200,"03 24, 2014",i was skeptical about this product because its priced so low but i bought it and now that ive had this case now for several months and have been really impressed with how well its designed this case is really a great product for keeping your c protected the air cushioned corners absorb shock really well ive dropped it several times with no damage to my phone i had a bumper case on my original c which boasted the same kind of lip feature that keeps the glass face from touching the surface that its laid on but one drop and my screen shattered i went looking for a more protective case but products like otterbox completely cancel out the ability to carry a slim phone by adding a ton of bulk this case is the perfect mix of protection but still keeps it relatively slim the material is also worth mentioning i like the shock absorbing cushion and grippiness of a silicone type case but hate that it doesnt slide into my pocket easily and is hard to wash off this material is the perfect mix of soft silicone but also polished smooth surface so it never gets caught on my hair or stuck in my pocket and wipes down easily and especially for the price totally worth every penny and yay for the clear case to show off the fun colors well done spigen,joy,joy
A8TKJ36ZLYNCG,B007DAJONO,Tracy L. Cannan,"[0, 0]",This is very poorly made. The rhinestones are rough and the case interfered with my cell signal. Used for a few Hoursand  paint chipped.,1.0,Rhinestones are poor,1372291200,"06 27, 2013",this is very poorly made the rhinestones are rough and the case interfered with my cell signal used for a few hoursand  paint chipped,anger,joy
A14Q2KDPQYIL7Y,B00974L0EA,BeLong,"[0, 0]",An Iphone5 was an investment that one must protect. I ordered a different color for my daughter. The grand babies have Otterbox cases on their Ipods too!!!,5.0,My Son-In-Law Loves this Case,1378252800,"09 4, 2013",an iphone was an investment that one must protect i ordered a different color for my daughter the grand babies have otterbox cases on their ipods too,neutral,joy
A31HE83MU98GBV,B00A6WWPAK,Gadget Girl,"[0, 0]","I have always used an Otterbox Defender with my iPhone.  I was shocked at the light weight of this product!  It is a little more difficult to remove, but the case is water resistant to 6+ feet and keeps out dirt/sand, etc.  You need a coin to open the case once it is shut (or something else to pry it open.  It was a little tricky the first time, but worked well afterwards.  In the box is a headphone adapter to keep the headphone port sealed, but still gives you the ability to use headphones.  This will be great for the beach.  With two young children, the more protection I can get for my phone, the better.  This is much lighter/sleeker than the Otterbox, provides protection for the screen itself.  The only minor quibble is you will want to make sure you have any tiny specks of dirt/lint cleaned before you seal it up.  It comes with a cleaning cloth, but I think a little screen cleaning solution will help keep any small pieces of lint off of it in the future.  I will be switching over to this case full time.  One note:  The AmazonBasics lightning cable does NOT fit the adapter port while the case is one - the base is too wide.  This does fit the standard regular lightning adapter cord and has a flap to open for easy charging.  The headphone port has a small screw you unscrew which I am going to try very hard not to lose! :)  (NOTE:  Because I have since lost the headphone port screw, I found out there is an extra screw attached to the headphone adapter.  Also, extras of both items can be ordered for relatively cheap on Amazon).UPDATE:  I got a 2nd case (in black) and for some reason that one (which I know was a legitimate Lifeproof case) was sometimes difficult for the other person to hear me.  I kept getting complaints that I sounded like I was underwater.  I think it's due to the way the microphone is obstructed by the waterproofing.  It's odd that the White & Gray case, which I used for a few months, did not have this issue, but the black one did.  Both were real (not counterfeit) cases obtained directly from Amazon.  I have actually switched back to the Otterbox since I (foolishly) gave my husband the gray case and others were having trouble hearing me with the black case.  My parents have used Lifeproof 4/4S cases for over a year and I have no issues hearing them.  So I don't quite understand why some are like this and others aren't.  I understand the mixed reviews - if you get a winner, it's amazing.  Otherwise, like me, you will get frustrated that no one can hear what you are saying.",5.0,Awesome case!,1367971200,"05 8, 2013",i have always used an otterbox defender with my iphone  i was shocked at the light weight of this product  it is a little more difficult to remove but the case is water resistant to  feet and keeps out dirtsand etc  you need a coin to open the case once it is shut or something else to pry it open  it was a little tricky the first time but worked well afterwards  in the box is a headphone adapter to keep the headphone port sealed but still gives you the ability to use headphones  this will be great for the beach  with two young children the more protection i can get for my phone the better  this is much lightersleeker than the otterbox provides protection for the screen itself  the only minor quibble is you will want to make sure you have any tiny specks of dirtlint cleaned before you seal it up  it comes with a cleaning cloth but i think a little screen cleaning solution will help keep any small pieces of lint off of it in the future  i will be switching over to this case full time  one note  the amazonbasics lightning cable does not fit the adapter port while the case is one  the base is too wide  this does fit the standard regular lightning adapter cord and has a flap to open for easy charging  the headphone port has a small screw you unscrew which i am going to try very hard not to lose   note  because i have since lost the headphone port screw i found out there is an extra screw attached to the headphone adapter  also extras of both items can be ordered for relatively cheap on amazonupdate  i got a nd case in black and for some reason that one which i know was a legitimate lifeproof case was sometimes difficult for the other person to hear me  i kept getting complaints that i sounded like i was underwater  i think its due to the way the microphone is obstructed by the waterproofing  its odd that the white  gray case which i used for a few months did not have this issue but the black one did  both were real not counterfeit cases obtained directly from amazon  i have actually switched back to the otterbox since i foolishly gave my husband the gray case and others were having trouble hearing me with the black case  my parents have used lifeproof s cases for over a year and i have no issues hearing them  so i dont quite understand why some are like this and others arent  i understand the mixed reviews  if you get a winner its amazing  otherwise like me you will get frustrated that no one can hear what you are saying,joy,joy
A2NOW4U7W3F7RI,B00KMD91KK,rpv,"[0, 0]",Lifecharge Juicypack 2600 mAH portable charger comes in a unique smallish design for everyday travel. The two charging indicator are great for charging and fully charged.I tried charging- Samsung Galaxy S4 phones- Olympus Voice Recorder- A 4.5&#34; SmartphoneThe microUSB is used to charge this powerbank and the USB itself to charge other devices. The charge will hold enough to power a Samsung Galaxy S4 once.I tried charging Samsung from no charge to 100% and following is time it took approximately for each of 10 minutes.10% = 7 minutes20% = 8 min30% = 9 min40% = 10 min50% = 11 min60% = 13 min70% = 14 min80% = 15 min90% = 19 min100% = 22 minSample provided for a fair and honest review.,5.0,Very portable and handy,1402185600,"06 8, 2014",lifecharge juicypack  mah portable charger comes in a unique smallish design for everyday travel the two charging indicator are great for charging and fully chargedi tried charging samsung galaxy s phones olympus voice recorder a  smartphonethe microusb is used to charge this powerbank and the usb itself to charge other devices the charge will hold enough to power a samsung galaxy s oncei tried charging samsung from no charge to  and following is time it took approximately for each of  minutes   minutes   min   min   min   min   min   min   min   min   minsample provided for a fair and honest review,joy,joy
A2T93BCZC93SN8,B003PO65UW,M. McCafferty,"[1, 1]","Plays *almost* all sounds including music, etc from the phone which is why I bought it.When watching videos on WiFi with the phone, it drops out after a few seconds probably due to conflict in the same 2.4GHz band.The headset consistently drops out in certain locations most likely due to WiFi network activity around my office, home, etc.There is also a lot of static even when the phone is not in a pocket, etc.The voice menu is too slow to use and wont allow direct access to the Android phone's voice features without going through slow menus.The volume is plenty loud, which is good.The ""wind"" reduction seems to be BS to me.The slip on cover won't stay on well after use because you have to keep taking it off in order to charge it.I would not buy this product again.",2.0,it is okay...,1325462400,"01 2, 2012",plays almost all sounds including music etc from the phone which is why i bought itwhen watching videos on wifi with the phone it drops out after a few seconds probably due to conflict in the same ghz bandthe headset consistently drops out in certain locations most likely due to wifi network activity around my office home etcthere is also a lot of static even when the phone is not in a pocket etcthe voice menu is too slow to use and wont allow direct access to the android phones voice features without going through slow menusthe volume is plenty loud which is goodthe wind reduction seems to be bs to methe slip on cover wont stay on well after use because you have to keep taking it off in order to charge iti would not buy this product again,joy,joy
A373N40MPUYWX9,B006H4DF28,Adam Smith,"[0, 0]","I wish I read the comment from RD earlier, the screen protector seems to be too small for the screen of the Galaxy Nexus.Also It took my two protectors to get it perfect, I know, my fault. I even washed my hands and cleaned the desk, but the phone itself came a little bit dusty underneat and I forgot to look for the ""little card"" and tissue that helps to do the work, by the time I realized i need them the protector got dirty, bubbly and effectively useless.After this experience, clean everything, then removed the protector I damaged, clean the phone with the tissue, pushed it with the card, and after struggling it came out perfect.Good thing two came in the package! Good luck and remember to clean everything!",2.0,"screen protector a little bit small, make sure you have everything on hand",1339459200,"06 12, 2012",i wish i read the comment from rd earlier the screen protector seems to be too small for the screen of the galaxy nexusalso it took my two protectors to get it perfect i know my fault i even washed my hands and cleaned the desk but the phone itself came a little bit dusty underneat and i forgot to look for the little card and tissue that helps to do the work by the time i realized i need them the protector got dirty bubbly and effectively uselessafter this experience clean everything then removed the protector i damaged clean the phone with the tissue pushed it with the card and after struggling it came out perfectgood thing two came in the package good luck and remember to clean everything,joy,joy
AT9TLGZ5UHY0C,B00DDVESKQ,Cathy,"[1, 1]",Got this for my daughters cell phone. It looked sturdy enough to protect her phone. It IS sturdy and will protect the phone BUT...the blue part is blue paint on white plastic. She has had the cover for 5 days and the paint is already chipping and peeling off on the corners. This would be a great cover if the plastic was colored plastic and not painted plastic.,2.0,Looks cool for a day...,1376784000,"08 18, 2013",got this for my daughters cell phone it looked sturdy enough to protect her phone it is sturdy and will protect the phone butthe blue part is blue paint on white plastic she has had the cover for  days and the paint is already chipping and peeling off on the corners this would be a great cover if the plastic was colored plastic and not painted plastic,joy,joy
A24MAE1ODP3KVU,B00BT7RAPG,Amazon Customer,"[0, 0]","The screen protector works great with my phone no bubble, I recommend this to anyone whos looking for good product..",4.0,Great,1398902400,"05 1, 2014",the screen protector works great with my phone no bubble i recommend this to anyone whos looking for good product,joy,joy
A1A8ZX1Q5P8LOS,B004VSI2VQ,BookDive27,"[1, 1]","This is a cute case that I got for my HTC Inspire and I love it. I love the design and the fact that the case is easy to snap on and off. It's durable and hard, but soft enough to keep my phone safe.",5.0,Cute and easy to use,1307059200,"06 3, 2011",this is a cute case that i got for my htc inspire and i love it i love the design and the fact that the case is easy to snap on and off its durable and hard but soft enough to keep my phone safe,joy,joy
A1CPRP3VFJRS1R,B006QLIW84,M. Anderson,"[0, 4]","I received this product through Amazon's Vine Program, which means that I received it for free in exchange for my agreement to write a review.  As you'll see, however, that doesn't guarantee that I'll like it.Communications has always been a hobby of mine, and I always love tinkering with new wireless phones and devices that will enhance their utility.  In fact, I've tested a number of mobile phone repeaters.  My favorite are the ones made by Wilson Electronics, which work fairly well in situations where you can see a cellular site, but are very far away.I like theWilson Electronics MobilePro Cell Phone Signal Booster for Car and Home / Office w/4"" Magnet Mount Antenna ' For Multiple Usersbetter than this one.  Here's why:1.  It doesn't seem to work:  I tested this unit in several areas where my calls typically drop.  They still drop.  The Wilson unit produced a noticeable improvement in call quality and dropped calls.2.  It's flimsy:  The edges which hold your cellular phone in place are made of a brittle, thin plastic that is sure to break in short order, rendering the unit completely useless.  The Wilson unit doesn't require you to insert your cellular phone into a cradle, and so you'll need to buy a cradle separately.  My favorite cradle is Ram Mounts X-Grip (Model RAP-B-166-2-UN7U), which mounts to your windshield using a suction cup.",1.0,Skip it,1343088000,"07 24, 2012",i received this product through amazons vine program which means that i received it for free in exchange for my agreement to write a review  as youll see however that doesnt guarantee that ill like itcommunications has always been a hobby of mine and i always love tinkering with new wireless phones and devices that will enhance their utility  in fact ive tested a number of mobile phone repeaters  my favorite are the ones made by wilson electronics which work fairly well in situations where you can see a cellular site but are very far awayi like thewilson electronics mobilepro cell phone signal booster for car and home  office w magnet mount antenna  for multiple usersbetter than this one  heres why  it doesnt seem to work  i tested this unit in several areas where my calls typically drop  they still drop  the wilson unit produced a noticeable improvement in call quality and dropped calls  its flimsy  the edges which hold your cellular phone in place are made of a brittle thin plastic that is sure to break in short order rendering the unit completely useless  the wilson unit doesnt require you to insert your cellular phone into a cradle and so youll need to buy a cradle separately  my favorite cradle is ram mounts xgrip model rapbunu which mounts to your windshield using a suction cup,joy,joy
A1MFEDL2I4ZAIT,B009A5EIWC,Eric L.,"[0, 0]","It works, plain and simple, though don't try putting it on a device with a thick case as the male and will not reach. Too bad Apple decided to continue their streak of proprietary ports and gouge their customers so they can use their accessories with their new product. They really could have just went with a micro USB port, compare it yourself they're almost the same size and offers nearly all the same technical properties.",5.0,"It works, too bad Apple decided to gouge their",1360022400,"02 5, 2013",it works plain and simple though dont try putting it on a device with a thick case as the male and will not reach too bad apple decided to continue their streak of proprietary ports and gouge their customers so they can use their accessories with their new product they really could have just went with a micro usb port compare it yourself theyre almost the same size and offers nearly all the same technical properties,joy,joy
A2SL5IW096Z2BL,B004AXOI60,"Eric B. Wolf ""Geek of Many Trades""","[0, 2]","I have only tested this as a charger, so far. But I was able to plug one Micro B connector into my Bluetooth earpiece and the Mini B into my Blackberry, both charged off one USB port. Handy!",5.0,Never without the cord now!,1329004800,"02 12, 2012",i have only tested this as a charger so far but i was able to plug one micro b connector into my bluetooth earpiece and the mini b into my blackberry both charged off one usb port handy,neutral,joy
A16NF16WQYL87O,B0088LYCZC,,"[0, 1]","I watched the you tube video on the ismooth screen cover thus, installation onto my SG Note2 was a breeze. However, this tech armor screen cover (for my daughter's SG S3) was tricky to install and took me much longer compared to the ismooth screen cover. There's so much bubbles all around but my persistence paid off. If you don't have patience and technical know how i recommend you buy the ismooth screen protector cover. It is much easier to install.",3.0,Nice screen cover but tricky to install,1366761600,"04 24, 2013",i watched the you tube video on the ismooth screen cover thus installation onto my sg note was a breeze however this tech armor screen cover for my daughters sg s was tricky to install and took me much longer compared to the ismooth screen cover theres so much bubbles all around but my persistence paid off if you dont have patience and technical know how i recommend you buy the ismooth screen protector cover it is much easier to install,joy,joy
A1BAAUSM4IL1XP,B00AOK2PT0,odraude,"[0, 1]","This is a very good screen protector, manufacturers seem to put effort in make it great and easy to use:Pros+ If you install it correctly, it is hard to notices it is even there.+ It is completely transparent (ignore the product picture)+ It is durable and it won't come out (it will help if you use a Case like the Mercury one, in combination works great)+ Comes with 4 screen protectors.+ Each screen protector comes with 3 layers of film, outside layers are to protect the middle, sticky, thin layer. Be careful not to touch it on the side it sticks into your phone, for a better installation.Cons- Very difficult to install. You should clean your phone surface with perfection, and get installed in a confortable dust and any particle free surface and wash your hands, and install it very very carefully as instructed, or you'll get bubbles or some particles between the screen protector and your phone, which will affect the looks.- Careful with the position of the screen protector, it is cut to fit Nexus 4 perfectly, so you should perform a perfect installation.I would usually won't use any screen protector at all, but this one fits perfect as if it was a Nexus 4 extension, just be extra careful and patient installing it.",5.0,Very good screen protector,1376611200,"08 16, 2013",this is a very good screen protector manufacturers seem to put effort in make it great and easy to usepros if you install it correctly it is hard to notices it is even there it is completely transparent ignore the product picture it is durable and it wont come out it will help if you use a case like the mercury one in combination works great comes with  screen protectors each screen protector comes with  layers of film outside layers are to protect the middle sticky thin layer be careful not to touch it on the side it sticks into your phone for a better installationcons very difficult to install you should clean your phone surface with perfection and get installed in a confortable dust and any particle free surface and wash your hands and install it very very carefully as instructed or youll get bubbles or some particles between the screen protector and your phone which will affect the looks careful with the position of the screen protector it is cut to fit nexus  perfectly so you should perform a perfect installationi would usually wont use any screen protector at all but this one fits perfect as if it was a nexus  extension just be extra careful and patient installing it,joy,joy
A39TF3CW0JEK3H,B00D4ABOZS,"Santosh Geddamuri Sr. ""Happysan""","[1, 1]","I am happy to be able to use this mount for my phablet. For those who looking for this mount to use with Lumia 1520, i love to confirm this works great with Lumia 1520. I earlier purchased dash based mount from Satechi which didn't work on my leather dash . But this nicely fits in CD mount. Also the design is beautiful. It doesn't look ugly like some other CD mounts. Also one click makes life simpler while mounting.UPDATE: After a week use i feel this is the best smartphone holder i ever had. It is so easy to operate using just one hand. I feel this is much better then any magnetic holders as i dont need to worry while typing on it. Other magnetic holders used to change positions. Also no bulk attached to phone.",5.0,Good mount with beautiful design,1394064000,"03 6, 2014",i am happy to be able to use this mount for my phablet for those who looking for this mount to use with lumia  i love to confirm this works great with lumia  i earlier purchased dash based mount from satechi which didnt work on my leather dash  but this nicely fits in cd mount also the design is beautiful it doesnt look ugly like some other cd mounts also one click makes life simpler while mountingupdate after a week use i feel this is the best smartphone holder i ever had it is so easy to operate using just one hand i feel this is much better then any magnetic holders as i dont need to worry while typing on it other magnetic holders used to change positions also no bulk attached to phone,joy,joy
A2GOVZPZXLG89C,B00BFOU3F2,"B. Cigar ""ladycigar""","[0, 0]","This compact dual charger is a great way to keep my electronic products charged on the go! After a few days of using the Travelpak, it has proven itself to be quite a handy way to keep my iPhone and iPad mini charged.The Travelpak is a little bulky, but not too heavy and it has folding outlet prongs that make it easy to throw it in my purse or bag when traveling. It has a white ambient led light that indicates the charging stage of the Travelpak when plugged into a wall outlet and to fully charge the unit only takes a couple of hours. It has a power on button located on the side of the unit that must be pressed when using it to charge your phone or tablet. It comes with a Micro USB charging cable, so you must have your own charging cable for Apple products.It has 2 charging ports and both my iPhone and iPad mini can charge from either port. The only con is when charging 2 devices simultaneously, neither device charged to a full 100%. My iPhone charged from 14% to 86% and my iPad mini from 20% to 74%.Overall the New Trent Travelpak gets 4/5 stars from me. It is convenient, easy to use, and I don't have to worry about my iPhone battery going dead when I'm away from home. I can get 2 full charges for my iPhone 5 before I have to recharge the Travelpak and it charges all of my devices in a little under 2 hours. The New Trent Dual 5V USB Travelpak 4000mAh External Battery Charger is a great buy.",4.0,Review for New Trent Dual 5V USB Travelpak 4000mAh External Battery Charger,1374192000,"07 19, 2013",this compact dual charger is a great way to keep my electronic products charged on the go after a few days of using the travelpak it has proven itself to be quite a handy way to keep my iphone and ipad mini chargedthe travelpak is a little bulky but not too heavy and it has folding outlet prongs that make it easy to throw it in my purse or bag when traveling it has a white ambient led light that indicates the charging stage of the travelpak when plugged into a wall outlet and to fully charge the unit only takes a couple of hours it has a power on button located on the side of the unit that must be pressed when using it to charge your phone or tablet it comes with a micro usb charging cable so you must have your own charging cable for apple productsit has  charging ports and both my iphone and ipad mini can charge from either port the only con is when charging  devices simultaneously neither device charged to a full  my iphone charged from  to  and my ipad mini from  to overall the new trent travelpak gets  stars from me it is convenient easy to use and i dont have to worry about my iphone battery going dead when im away from home i can get  full charges for my iphone  before i have to recharge the travelpak and it charges all of my devices in a little under  hours the new trent dual v usb travelpak mah external battery charger is a great buy,joy,joy
A5SJUE5WZZDYI,B00A73SIHW,Maria G.,"[0, 0]",I got this cover after I looked every where for it.  I kept getting quotes over $10 even at swapmeets and they were in bad shapethe plastic was always cloudy and they were only available in black.  I can't believe I got this at such a low cost and in PINK... I love it.,5.0,So awesome,1379894400,"09 23, 2013",i got this cover after i looked every where for it  i kept getting quotes over  even at swapmeets and they were in bad shapethe plastic was always cloudy and they were only available in black  i cant believe i got this at such a low cost and in pink i love it,joy,joy
A2NK4K0GKSIRI,B008LFTCAK,Ana,"[0, 0]","I bought these for under a buck ,and they do a wonderful job. The only issue I have with them is the way they refract the light from the screen - any light colors appear a little fuzzy and multi-colored. However, I hardly noticed after a few hours, and now it doesn't bother me at all. The screen now has a more matte feeling and finger prints don't show. Would buy again.",4.0,"Good, but Decreases Image Quality",1404864000,"07 9, 2014",i bought these for under a buck and they do a wonderful job the only issue i have with them is the way they refract the light from the screen  any light colors appear a little fuzzy and multicolored however i hardly noticed after a few hours and now it doesnt bother me at all the screen now has a more matte feeling and finger prints dont show would buy again,joy,joy
AC84VPM3281GV,B00A533DWO,Nando,"[2, 4]","what can i say ... read every other review on this little piece of wonder ... this thing is a beast ... does everything it says and more!!!i was a little skeptical about the case at first, with the sides not fitting perfectly, so would keep on bending and trying to fit it, but it doesn't come of, and if you restrict yourself to tugging at the top/bottom only to remove the case, after a while it fits on perfectly with not loose sides.the only thing i have against this is the the case is a dust magnet around the camera lens/speaker grill/led light ridge, and that dust gets inside the phone as well since the hard silicone case itself if the cover. hope that doesn't cause any problems in the long run.and frankly speaking, i feel that this battery and the case makes the phone more feel like having SOMETHING in the hand, the s3 is a bit too light for my taste and the original back cover was slippery like hell. the zerolemon cover has a very good grip to it and is no more thick than my friends s3 with onite extended battery.",5.0,god battery,1361404800,"02 21, 2013",what can i say  read every other review on this little piece of wonder  this thing is a beast  does everything it says and morei was a little skeptical about the case at first with the sides not fitting perfectly so would keep on bending and trying to fit it but it doesnt come of and if you restrict yourself to tugging at the topbottom only to remove the case after a while it fits on perfectly with not loose sidesthe only thing i have against this is the the case is a dust magnet around the camera lensspeaker grillled light ridge and that dust gets inside the phone as well since the hard silicone case itself if the cover hope that doesnt cause any problems in the long runand frankly speaking i feel that this battery and the case makes the phone more feel like having something in the hand the s is a bit too light for my taste and the original back cover was slippery like hell the zerolemon cover has a very good grip to it and is no more thick than my friends s with onite extended battery,joy,joy
AA7K4USOZRD39,B008FX7PRA,K. Rea,"[2, 3]","Quite disappointed actually, while the case fits well the material is awful. Cheap cardboard and some malleable plastic / rubber shell with a thin layer of felt like material on the inside. I have seen and used far better cases for far less money then this one.. I am sorry to say that I don't recommend this case.. there are better ones available.",2.0,Disappointed,1345161600,"08 17, 2012",quite disappointed actually while the case fits well the material is awful cheap cardboard and some malleable plastic  rubber shell with a thin layer of felt like material on the inside i have seen and used far better cases for far less money then this one i am sorry to say that i dont recommend this case there are better ones available,joy,joy
A1YNGJAT1TMFZO,B00HVG5CXQ,Musicpimp,"[0, 0]",How can I ask anything but how ? I really hope there is not 30 6 year old kids working for .30 cents a day making these in China,5.0,yes,1387843200,"12 24, 2013",how can i ask anything but how  i really hope there is not   year old kids working for  cents a day making these in china,joy,joy
A2S558HYF68Q,B0042FV2SI,"Robyn ""Robyn""","[0, 0]","this has a great price for what you get.  I figure a anti scratch, etc product is about the same so why buy the costly one when you can get something on a budget.",5.0,like most the others but great price,1369180800,"05 22, 2013",this has a great price for what you get  i figure a anti scratch etc product is about the same so why buy the costly one when you can get something on a budget,joy,joy
A22ZX396NNFW2N,B0090ENBEE,Sol Cali,"[0, 0]","it is a great fit, good build quality. all openings are aligned to where the are suppose to be. very cool color.",5.0,great fit,1354320000,"12 1, 2012",it is a great fit good build quality all openings are aligned to where the are suppose to be very cool color,joy,joy
